"country_from","country_to","has_same_language"
"AT","IS",TRUE
"AT","IE",FALSE
"AT","IL",FALSE
"AT","IT",TRUE
"AT","LV",FALSE
"AT","LT",FALSE
"AT","LU",TRUE
"AT","MT",FALSE
"AT","MD",FALSE
"AT","MC",FALSE
"AT","ME",FALSE
"AT","MA",FALSE
"AT","NL",FALSE
"AT","MK",FALSE
"AT","NO",FALSE
"AT","PL",FALSE
"AT","PT",FALSE
"AT","RO",TRUE
"AT","RU",FALSE
"AT","SM",FALSE
"AT","RS",TRUE
"AT","SK",TRUE
"AT","SI",TRUE
"AT","ES",FALSE
"AT","SE",FALSE
"AT","CH",TRUE
"AT","TR",FALSE
"AT","UA",TRUE
"AT","GB",FALSE
"AZ","BY",TRUE
"AZ","BE",FALSE
"AZ","BG",FALSE
"AZ","HR",FALSE
"AZ","CY",FALSE
"AZ","CZ",FALSE
"AZ","DK",FALSE
"AZ","EE",TRUE
"AZ","FI",TRUE
"AZ","FR",FALSE
"AZ","GE",TRUE
"AZ","DE",FALSE
"AZ","GR",FALSE
"AZ","HU",FALSE
"AZ","IS",FALSE
"AZ","IE",FALSE
"AZ","IL",FALSE
"AZ","IT",FALSE
"AZ","LV",TRUE
"AZ","LT",TRUE
"AZ","LU",FALSE
"AZ","MT",FALSE
"AZ","MD",TRUE
"AZ","MC",FALSE
"AZ","ME",FALSE
"AZ","MA",FALSE
"AZ","NL",FALSE
"AZ","MK",FALSE
"AZ","NO",FALSE
"AZ","PL",FALSE
"AZ","PT",FALSE
"AZ","RO",FALSE
"AZ","RU",TRUE
"AZ","SM",FALSE
"AZ","RS",FALSE
"AZ","SK",FALSE
"AZ","SI",FALSE
"AZ","ES",FALSE
"AZ","SE",FALSE
"AZ","CH",FALSE
"AZ","TR",FALSE
"AZ","UA",TRUE
"AZ","GB",FALSE
"BY","BE",FALSE
"BY","BG",FALSE
"BY","HR",FALSE
"BY","CY",FALSE
"BY","CZ",FALSE
"BY","DK",FALSE
"BY","EE",TRUE
"BY","FI",TRUE
"BY","FR",FALSE
"BY","GE",TRUE
"BY","DE",FALSE
"BY","GR",FALSE
"BY","HU",FALSE
"BY","IS",FALSE
"BY","IE",FALSE
"BY","IL",FALSE
"BY","IT",FALSE
"BY","LV",TRUE
"BY","LT",TRUE
"BY","LU",FALSE
"BY","MT",FALSE
"BY","MD",TRUE
"BY","MC",FALSE
"BY","ME",FALSE
"BY","MA",FALSE
"BY","NL",FALSE
"BY","MK",FALSE
"BY","NO",FALSE
"BY","PL",FALSE
"BY","PT",FALSE
"BY","RO",FALSE
"BY","RU",TRUE
"BY","SM",FALSE
"BY","RS",FALSE
"BY","SK",FALSE
"BY","SI",FALSE
"BY","ES",FALSE
"BY","SE",FALSE
"BY","CH",FALSE
"BY","TR",FALSE
"BY","UA",TRUE
"BY","GB",FALSE
"BE","BG",FALSE
"BE","HR",TRUE
"BE","CY",FALSE
"BE","CZ",FALSE
"BE","DK",TRUE
"BE","EE",FALSE
"BE","FI",FALSE
"BE","FR",TRUE
"BE","GE",FALSE
"BE","DE",TRUE
"BE","GR",TRUE
"BE","HU",FALSE
"BE","IS",TRUE
"BE","IE",FALSE
"BE","IL",FALSE
"BE","IT",TRUE
"BE","LV",FALSE
"BE","LT",FALSE
"BE","LU",TRUE
"BE","MT",FALSE
"BE","MD",FALSE
"BE","MC",TRUE
"BE","ME",FALSE
"BE","MA",TRUE
"BE","NL",TRUE
"BE","MK",FALSE
"BE","NO",FALSE
"BE","PL",FALSE
"BE","PT",FALSE
"BE","RO",TRUE
"BE","RU",FALSE
"BE","SM",FALSE
"BE","RS",FALSE
"BE","SK",FALSE
"BE","SI",FALSE
"BE","ES",FALSE
"BE","SE",FALSE
"BE","CH",TRUE
"BE","TR",FALSE
"BE","UA",FALSE
"BE","GB",FALSE
"BG","HR",FALSE
"BG","CY",TRUE
"BG","CZ",FALSE
"BG","DK",FALSE
"BG","EE",FALSE
"BG","FI",FALSE
"BG","FR",FALSE
"BG","GE",FALSE
"BG","DE",FALSE
"BG","GR",FALSE
"BG","HU",FALSE
"BG","IS",FALSE
"BG","IE",FALSE
"BG","IL",FALSE
"BG","IT",FALSE
"BG","LV",FALSE
"BG","LT",FALSE
"BG","LU",FALSE
"BG","MT",FALSE
"BG","MD",TRUE
"BG","MC",FALSE
"BG","ME",FALSE
"BG","MA",FALSE
"BG","NL",FALSE
"BG","MK",TRUE
"BG","NO",FALSE
"BG","PL",FALSE
"BG","PT",FALSE
"BG","RO",FALSE
"BG","RU",FALSE
"BG","SM",FALSE
"BG","RS",FALSE
"BG","SK",TRUE
"BG","SI",FALSE
"BG","ES",FALSE
"BG","SE",FALSE
"BG","CH",FALSE
"BG","TR",TRUE
"BG","UA",FALSE
"BG","GB",FALSE
"HR","CY",FALSE
"HR","CZ",TRUE
"HR","DK",TRUE
"HR","EE",FALSE
"HR","FI",FALSE
"HR","FR",FALSE
"HR","GE",FALSE
"HR","DE",TRUE
"HR","GR",FALSE
"HR","HU",TRUE
"HR","IS",TRUE
"HR","IE",FALSE
"HR","IL",FALSE
"HR","IT",TRUE
"HR","LV",FALSE
"HR","LT",FALSE
"HR","LU",TRUE
"HR","MT",FALSE
"HR","MD",FALSE
"HR","MC",TRUE
"HR","ME",FALSE
"HR","MA",FALSE
"HR","NL",FALSE
"HR","MK",FALSE
"HR","NO",FALSE
"HR","PL",FALSE
"HR","PT",FALSE
"HR","RO",TRUE
"HR","RU",FALSE
"HR","SM",TRUE
"HR","RS",TRUE
"HR","SK",TRUE
"HR","SI",TRUE
"HR","ES",FALSE
"HR","SE",FALSE
"HR","CH",TRUE
"HR","TR",FALSE
"HR","UA",TRUE
"HR","GB",FALSE
"CY","CZ",FALSE
"CY","DK",TRUE
"CY","EE",FALSE
"CY","FI",FALSE
"CY","FR",FALSE
"CY","GE",FALSE
"CY","DE",FALSE
"CY","GR",TRUE
"CY","HU",FALSE
"CY","IS",TRUE
"CY","IE",TRUE
"CY","IL",TRUE
"CY","IT",FALSE
"CY","LV",FALSE
"CY","LT",FALSE
"CY","LU",FALSE
"CY","MT",TRUE
"CY","MD",TRUE
"CY","MC",TRUE
"CY","ME",FALSE
"CY","MA",FALSE
"CY","NL",FALSE
"CY","MK",TRUE
"CY","NO",FALSE
"CY","PL",FALSE
"CY","PT",FALSE
"CY","RO",FALSE
"CY","RU",FALSE
"CY","SM",FALSE
"CY","RS",FALSE
"CY","SK",FALSE
"CY","SI",FALSE
"CY","ES",FALSE
"CY","SE",FALSE
"CY","CH",FALSE
"CY","TR",TRUE
"CY","UA",FALSE
"CY","GB",TRUE
"CZ","DK",FALSE
"CZ","EE",FALSE
"CZ","FI",FALSE
"CZ","FR",FALSE
"CZ","GE",FALSE
"CZ","DE",FALSE
"CZ","GR",FALSE
"CZ","HU",FALSE
"CZ","IS",FALSE
"CZ","IE",FALSE
"CZ","IL",FALSE
"CZ","IT",FALSE
"CZ","LV",FALSE
"CZ","LT",FALSE
"CZ","LU",FALSE
"CZ","MT",FALSE
"CZ","MD",FALSE
"CZ","MC",FALSE
"CZ","ME",FALSE
"CZ","MA",FALSE
"CZ","NL",FALSE
"CZ","MK",FALSE
"CZ","NO",FALSE
"CZ","PL",FALSE
"CZ","PT",FALSE
"CZ","RO",FALSE
"CZ","RU",FALSE
"CZ","SM",FALSE
"CZ","RS",FALSE
"CZ","SK",FALSE
"CZ","SI",FALSE
"CZ","ES",FALSE
"CZ","SE",FALSE
"CZ","CH",FALSE
"CZ","TR",FALSE
"CZ","UA",FALSE
"CZ","GB",FALSE
"DK","EE",FALSE
"DK","FI",FALSE
"DK","FR",FALSE
"DK","GE",FALSE
"DK","DE",TRUE
"DK","GR",TRUE
"DK","HU",FALSE
"DK","IS",TRUE
"DK","IE",TRUE
"DK","IL",TRUE
"DK","IT",TRUE
"DK","LV",FALSE
"DK","LT",FALSE
"DK","LU",TRUE
"DK","MT",TRUE
"DK","MD",FALSE
"DK","MC",TRUE
"DK","ME",FALSE
"DK","MA",FALSE
"DK","NL",FALSE
"DK","MK",FALSE
"DK","NO",FALSE
"DK","PL",FALSE
"DK","PT",FALSE
"DK","RO",TRUE
"DK","RU",FALSE
"DK","SM",FALSE
"DK","RS",FALSE
"DK","SK",FALSE
"DK","SI",FALSE
"DK","ES",FALSE
"DK","SE",FALSE
"DK","CH",TRUE
"DK","TR",FALSE
"DK","UA",FALSE
"DK","GB",TRUE
"EE","FI",TRUE
"EE","FR",FALSE
"EE","GE",TRUE
"EE","DE",FALSE
"EE","GR",FALSE
"EE","HU",FALSE
"EE","IS",FALSE
"EE","IE",FALSE
"EE","IL",FALSE
"EE","IT",FALSE
"EE","LV",TRUE
"EE","LT",TRUE
"EE","LU",FALSE
"EE","MT",FALSE
"EE","MD",TRUE
"EE","MC",FALSE
"EE","ME",FALSE
"EE","MA",FALSE
"EE","NL",FALSE
"EE","MK",FALSE
"EE","NO",FALSE
"EE","PL",FALSE
"EE","PT",FALSE
"EE","RO",FALSE
"EE","RU",TRUE
"EE","SM",FALSE
"EE","RS",FALSE
"EE","SK",FALSE
"EE","SI",FALSE
"EE","ES",FALSE
"EE","SE",FALSE
"EE","CH",FALSE
"EE","TR",FALSE
"EE","UA",TRUE
"EE","GB",FALSE
"FI","FR",FALSE
"FI","GE",TRUE
"FI","DE",FALSE
"FI","GR",FALSE
"FI","HU",FALSE
"FI","IS",FALSE
"FI","IE",FALSE
"FI","IL",FALSE
"FI","IT",FALSE
"FI","LV",TRUE
"FI","LT",TRUE
"FI","LU",FALSE
"FI","MT",FALSE
"FI","MD",TRUE
"FI","MC",FALSE
"FI","ME",FALSE
"FI","MA",FALSE
"FI","NL",FALSE
"FI","MK",FALSE
"FI","NO",TRUE
"FI","PL",FALSE
"FI","PT",FALSE
"FI","RO",FALSE
"FI","RU",TRUE
"FI","SM",FALSE
"FI","RS",FALSE
"FI","SK",FALSE
"FI","SI",FALSE
"FI","ES",FALSE
"FI","SE",TRUE
"FI","CH",FALSE
"FI","TR",FALSE
"FI","UA",TRUE
"FI","GB",FALSE
"FR","GE",FALSE
"FR","DE",FALSE
"FR","GR",TRUE
"FR","HU",FALSE
"FR","IS",FALSE
"FR","IE",FALSE
"FR","IL",FALSE
"FR","IT",TRUE
"FR","LV",FALSE
"FR","LT",FALSE
"FR","LU",TRUE
"FR","MT",FALSE
"FR","MD",FALSE
"FR","MC",TRUE
"FR","ME",FALSE
"FR","MA",TRUE
"FR","NL",FALSE
"FR","MK",FALSE
"FR","NO",FALSE
"FR","PL",FALSE
"FR","PT",FALSE
"FR","RO",FALSE
"FR","RU",FALSE
"FR","SM",FALSE
"FR","RS",FALSE
"FR","SK",FALSE
"FR","SI",FALSE
"FR","ES",TRUE
"FR","SE",FALSE
"FR","CH",TRUE
"FR","TR",FALSE
"FR","UA",FALSE
"FR","GB",FALSE
"GE","DE",FALSE
"GE","GR",FALSE
"GE","HU",FALSE
"GE","IS",FALSE
"GE","IE",FALSE
"GE","IL",FALSE
"GE","IT",FALSE
"GE","LV",TRUE
"GE","LT",TRUE
"GE","LU",FALSE
"GE","MT",FALSE
"GE","MD",TRUE
"GE","MC",FALSE
"GE","ME",FALSE
"GE","MA",FALSE
"GE","NL",FALSE
"GE","MK",FALSE
"GE","NO",FALSE
"GE","PL",FALSE
"GE","PT",FALSE
"GE","RO",FALSE
"GE","RU",TRUE
"GE","SM",FALSE
"GE","RS",FALSE
"GE","SK",FALSE
"GE","SI",FALSE
"GE","ES",FALSE
"GE","SE",FALSE
"GE","CH",FALSE
"GE","TR",FALSE
"GE","UA",TRUE
"GE","GB",FALSE
"DE","GR",FALSE
"DE","HU",FALSE
"DE","IS",TRUE
"DE","IE",FALSE
"DE","IL",FALSE
"DE","IT",TRUE
"DE","LV",FALSE
"DE","LT",FALSE
"DE","LU",TRUE
"DE","MT",FALSE
"DE","MD",FALSE
"DE","MC",FALSE
"DE","ME",FALSE
"DE","MA",FALSE
"DE","NL",FALSE
"DE","MK",FALSE
"DE","NO",FALSE
"DE","PL",FALSE
"DE","PT",FALSE
"DE","RO",TRUE
"DE","RU",FALSE
"DE","SM",FALSE
"DE","RS",FALSE
"DE","SK",FALSE
"DE","SI",FALSE
"DE","ES",FALSE
"DE","SE",FALSE
"DE","CH",TRUE
"DE","TR",FALSE
"DE","UA",FALSE
"DE","GB",FALSE
"GR","HU",FALSE
"GR","IS",TRUE
"GR","IE",TRUE
"GR","IL",TRUE
"GR","IT",TRUE
"GR","LV",FALSE
"GR","LT",FALSE
"GR","LU",TRUE
"GR","MT",TRUE
"GR","MD",FALSE
"GR","MC",TRUE
"GR","ME",FALSE
"GR","MA",TRUE
"GR","NL",FALSE
"GR","MK",FALSE
"GR","NO",FALSE
"GR","PL",FALSE
"GR","PT",FALSE
"GR","RO",FALSE
"GR","RU",FALSE
"GR","SM",FALSE
"GR","RS",FALSE
"GR","SK",FALSE
"GR","SI",FALSE
"GR","ES",FALSE
"GR","SE",FALSE
"GR","CH",TRUE
"GR","TR",FALSE
"GR","UA",FALSE
"GR","GB",TRUE
"HU","IS",FALSE
"HU","IE",FALSE
"HU","IL",FALSE
"HU","IT",FALSE
"HU","LV",FALSE
"HU","LT",FALSE
"HU","LU",FALSE
"HU","MT",FALSE
"HU","MD",FALSE
"HU","MC",FALSE
"HU","ME",FALSE
"HU","MA",FALSE
"HU","NL",FALSE
"HU","MK",FALSE
"HU","NO",FALSE
"HU","PL",FALSE
"HU","PT",FALSE
"HU","RO",TRUE
"HU","RU",FALSE
"HU","SM",FALSE
"HU","RS",TRUE
"HU","SK",TRUE
"HU","SI",FALSE
"HU","ES",FALSE
"HU","SE",FALSE
"HU","CH",FALSE
"HU","TR",FALSE
"HU","UA",TRUE
"HU","GB",FALSE
"IS","IE",TRUE
"IS","IL",TRUE
"IS","IT",TRUE
"IS","LV",FALSE
"IS","LT",FALSE
"IS","LU",TRUE
"IS","MT",TRUE
"IS","MD",FALSE
"IS","MC",TRUE
"IS","ME",FALSE
"IS","MA",FALSE
"IS","NL",FALSE
"IS","MK",FALSE
"IS","NO",FALSE
"IS","PL",FALSE
"IS","PT",FALSE
"IS","RO",TRUE
"IS","RU",FALSE
"IS","SM",FALSE
"IS","RS",FALSE
"IS","SK",FALSE
"IS","SI",FALSE
"IS","ES",FALSE
"IS","SE",FALSE
"IS","CH",TRUE
"IS","TR",FALSE
"IS","UA",FALSE
"IS","GB",TRUE
"IE","IL",TRUE
"IE","IT",FALSE
"IE","LV",FALSE
"IE","LT",FALSE
"IE","LU",FALSE
"IE","MT",TRUE
"IE","MD",FALSE
"IE","MC",TRUE
"IE","ME",FALSE
"IE","MA",FALSE
"IE","NL",FALSE
"IE","MK",FALSE
"IE","NO",FALSE
"IE","PL",FALSE
"IE","PT",FALSE
"IE","RO",FALSE
"IE","RU",FALSE
"IE","SM",FALSE
"IE","RS",FALSE
"IE","SK",FALSE
"IE","SI",FALSE
"IE","ES",FALSE
"IE","SE",FALSE
"IE","CH",FALSE
"IE","TR",FALSE
"IE","UA",FALSE
"IE","GB",TRUE
"IL","IT",FALSE
"IL","LV",FALSE
"IL","LT",FALSE
"IL","LU",FALSE
"IL","MT",TRUE
"IL","MD",FALSE
"IL","MC",TRUE
"IL","ME",FALSE
"IL","MA",TRUE
"IL","NL",FALSE
"IL","MK",FALSE
"IL","NO",FALSE
"IL","PL",FALSE
"IL","PT",FALSE
"IL","RO",FALSE
"IL","RU",FALSE
"IL","SM",FALSE
"IL","RS",FALSE
"IL","SK",FALSE
"IL","SI",FALSE
"IL","ES",FALSE
"IL","SE",FALSE
"IL","CH",FALSE
"IL","TR",FALSE
"IL","UA",FALSE
"IL","GB",TRUE
"IT","LV",FALSE
"IT","LT",FALSE
"IT","LU",TRUE
"IT","MT",FALSE
"IT","MD",FALSE
"IT","MC",TRUE
"IT","ME",FALSE
"IT","MA",TRUE
"IT","NL",FALSE
"IT","MK",FALSE
"IT","NO",FALSE
"IT","PL",FALSE
"IT","PT",FALSE
"IT","RO",TRUE
"IT","RU",FALSE
"IT","SM",TRUE
"IT","RS",FALSE
"IT","SK",FALSE
"IT","SI",FALSE
"IT","ES",FALSE
"IT","SE",FALSE
"IT","CH",TRUE
"IT","TR",FALSE
"IT","UA",FALSE
"IT","GB",FALSE
"LV","LT",TRUE
"LV","LU",FALSE
"LV","MT",FALSE
"LV","MD",TRUE
"LV","MC",FALSE
"LV","ME",FALSE
"LV","MA",FALSE
"LV","NL",FALSE
"LV","MK",FALSE
"LV","NO",FALSE
"LV","PL",FALSE
"LV","PT",FALSE
"LV","RO",FALSE
"LV","RU",TRUE
"LV","SM",FALSE
"LV","RS",FALSE
"LV","SK",FALSE
"LV","SI",FALSE
"LV","ES",FALSE
"LV","SE",FALSE
"LV","CH",FALSE
"LV","TR",FALSE
"LV","UA",TRUE
"LV","GB",FALSE
"LT","LU",FALSE
"LT","MT",FALSE
"LT","MD",TRUE
"LT","MC",FALSE
"LT","ME",FALSE
"LT","MA",FALSE
"LT","NL",FALSE
"LT","MK",FALSE
"LT","NO",FALSE
"LT","PL",TRUE
"LT","PT",FALSE
"LT","RO",FALSE
"LT","RU",TRUE
"LT","SM",FALSE
"LT","RS",FALSE
"LT","SK",FALSE
"LT","SI",FALSE
"LT","ES",FALSE
"LT","SE",FALSE
"LT","CH",FALSE
"LT","TR",FALSE
"LT","UA",TRUE
"LT","GB",FALSE
"LU","MT",FALSE
"LU","MD",FALSE
"LU","MC",TRUE
"LU","ME",FALSE
"LU","MA",TRUE
"LU","NL",FALSE
"LU","MK",FALSE
"LU","NO",FALSE
"LU","PL",FALSE
"LU","PT",FALSE
"LU","RO",TRUE
"LU","RU",FALSE
"LU","SM",FALSE
"LU","RS",FALSE
"LU","SK",FALSE
"LU","SI",FALSE
"LU","ES",FALSE
"LU","SE",FALSE
"LU","CH",TRUE
"LU","TR",FALSE
"LU","UA",FALSE
"LU","GB",FALSE
"MT","MD",FALSE
"MT","MC",TRUE
"MT","ME",FALSE
"MT","MA",FALSE
"MT","NL",FALSE
"MT","MK",FALSE
"MT","NO",FALSE
"MT","PL",FALSE
"MT","PT",FALSE
"MT","RO",FALSE
"MT","RU",FALSE
"MT","SM",FALSE
"MT","RS",FALSE
"MT","SK",FALSE
"MT","SI",FALSE
"MT","ES",FALSE
"MT","SE",FALSE
"MT","CH",FALSE
"MT","TR",FALSE
"MT","UA",FALSE
"MT","GB",TRUE
"MD","MC",FALSE
"MD","ME",FALSE
"MD","MA",FALSE
"MD","NL",FALSE
"MD","MK",TRUE
"MD","NO",FALSE
"MD","PL",FALSE
"MD","PT",FALSE
"MD","RO",TRUE
"MD","RU",TRUE
"MD","SM",FALSE
"MD","RS",TRUE
"MD","SK",FALSE
"MD","SI",FALSE
"MD","ES",FALSE
"MD","SE",FALSE
"MD","CH",FALSE
"MD","TR",TRUE
"MD","UA",TRUE
"MD","GB",FALSE
"MC","ME",FALSE
"MC","MA",TRUE
"MC","NL",FALSE
"MC","MK",FALSE
"MC","NO",FALSE
"MC","PL",FALSE
"MC","PT",FALSE
"MC","RO",FALSE
"MC","RU",FALSE
"MC","SM",TRUE
"MC","RS",FALSE
"MC","SK",FALSE
"MC","SI",FALSE
"MC","ES",FALSE
"MC","SE",FALSE
"MC","CH",TRUE
"MC","TR",FALSE
"MC","UA",FALSE
"MC","GB",TRUE
"ME","MA",FALSE
"ME","NL",FALSE
"ME","MK",TRUE
"ME","NO",FALSE
"ME","PL",FALSE
"ME","PT",FALSE
"ME","RO",FALSE
"ME","RU",FALSE
"ME","SM",FALSE
"ME","RS",TRUE
"ME","SK",FALSE
"ME","SI",FALSE
"ME","ES",FALSE
"ME","SE",FALSE
"ME","CH",FALSE
"ME","TR",FALSE
"ME","UA",FALSE
"ME","GB",FALSE
"MA","NL",FALSE
"MA","MK",FALSE
"MA","NO",FALSE
"MA","PL",FALSE
"MA","PT",FALSE
"MA","RO",FALSE
"MA","RU",FALSE
"MA","SM",FALSE
"MA","RS",FALSE
"MA","SK",FALSE
"MA","SI",FALSE
"MA","ES",FALSE
"MA","SE",FALSE
"MA","CH",TRUE
"MA","TR",FALSE
"MA","UA",FALSE
"MA","GB",FALSE
"NL","MK",FALSE
"NL","NO",FALSE
"NL","PL",FALSE
"NL","PT",FALSE
"NL","RO",FALSE
"NL","RU",FALSE
"NL","SM",FALSE
"NL","RS",FALSE
"NL","SK",FALSE
"NL","SI",FALSE
"NL","ES",FALSE
"NL","SE",FALSE
"NL","CH",FALSE
"NL","TR",FALSE
"NL","UA",FALSE
"NL","GB",FALSE
"MK","NO",FALSE
"MK","PL",FALSE
"MK","PT",FALSE
"MK","RO",FALSE
"MK","RU",FALSE
"MK","SM",FALSE
"MK","RS",TRUE
"MK","SK",TRUE
"MK","SI",FALSE
"MK","ES",FALSE
"MK","SE",FALSE
"MK","CH",FALSE
"MK","TR",TRUE
"MK","UA",FALSE
"MK","GB",FALSE
"NO","PL",FALSE
"NO","PT",FALSE
"NO","RO",FALSE
"NO","RU",FALSE
"NO","SM",FALSE
"NO","RS",FALSE
"NO","SK",FALSE
"NO","SI",FALSE
"NO","ES",FALSE
"NO","SE",TRUE
"NO","CH",FALSE
"NO","TR",FALSE
"NO","UA",FALSE
"NO","GB",FALSE
"PL","PT",FALSE
"PL","RO",FALSE
"PL","RU",FALSE
"PL","SM",FALSE
"PL","RS",FALSE
"PL","SK",FALSE
"PL","SI",FALSE
"PL","ES",FALSE
"PL","SE",FALSE
"PL","CH",FALSE
"PL","TR",FALSE
"PL","UA",TRUE
"PL","GB",FALSE
"PT","RO",FALSE
"PT","RU",FALSE
"PT","SM",FALSE
"PT","RS",FALSE
"PT","SK",FALSE
"PT","SI",FALSE
"PT","ES",FALSE
"PT","SE",FALSE
"PT","CH",FALSE
"PT","TR",FALSE
"PT","UA",FALSE
"PT","GB",FALSE
"RO","RU",FALSE
"RO","SM",FALSE
"RO","RS",TRUE
"RO","SK",TRUE
"RO","SI",FALSE
"RO","ES",FALSE
"RO","SE",FALSE
"RO","CH",TRUE
"RO","TR",FALSE
"RO","UA",TRUE
"RO","GB",FALSE
"RU","SM",FALSE
"RU","RS",FALSE
"RU","SK",FALSE
"RU","SI",FALSE
"RU","ES",FALSE
"RU","SE",FALSE
"RU","CH",FALSE
"RU","TR",FALSE
"RU","UA",TRUE
"RU","GB",FALSE
"SM","RS",FALSE
"SM","SK",FALSE
"SM","SI",FALSE
"SM","ES",FALSE
"SM","SE",FALSE
"SM","CH",TRUE
"SM","TR",FALSE
"SM","UA",FALSE
"SM","GB",FALSE
"RS","SK",TRUE
"RS","SI",TRUE
"RS","ES",FALSE
"RS","SE",FALSE
"RS","CH",FALSE
"RS","TR",FALSE
"RS","UA",TRUE
"RS","GB",FALSE
"SK","SI",FALSE
"SK","ES",FALSE
"SK","SE",FALSE
"SK","CH",FALSE
"SK","TR",FALSE
"SK","UA",TRUE
"SK","GB",FALSE
"SI","ES",FALSE
